OTUID	X1	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X7	X8	X9
ASV_1734	144	20	2	21	10	11	4	10	16	8	1	14	0	2	1	1	3	7	8	4	3	5	118	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	3	12	26
ASV_1105	263	2	1	5	5	3	1	2	14	19	1	18	0	0	0	0	2	1	2	1	1	1	22	1	0	16	0	0	14	0	0	0	0	11	9	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	0	0	1	1	0	63	0	0	0	0	0	0	0	1	1	1
ASV_1094	0	13	1	2	0	0	1	1	0	0	0	0	0	0	0	1	2	67	63	25	44	66	2	68	0	0	0	82	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	31	7
ASV_1201	5	3	2	1	14	2	0	0	1	0	4	8	11	6	3	8	21	17	25	21	26	20	0	10	17	31	1	1	71	26	0	1	1	3	19	0	1	1	13	23	0	26	20	2	2	0	0	0	1	0	0	3	2	0	0	5	1	0	0	1	0	0	2	5	0	1
ASV_1108	17	3	3	3	65	27	244	3	2	7	1	7	0	0	1	1	0	1	0	0	0	0	11	1	0	0	0	0	0	0	1	29	0	1	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	5	6	1
ASV_1299	50	19	17	12	15	5	4	1	1	0	0	24	1	2	0	0	0	0	0	0	0	1	26	2	0	1	0	0	0	0	0	0	0	23	0	0	0	26	4	0	10	0	0	0	51	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	71	21	63
ASV_2452	0	7	2	2	1	2	0	0	2	0	17	1	12	31	43	35	31	10	13	21	21	10	1	8	0	28	0	0	56	0	0	0	0	2	0	0	39	1	4	57	0	0	0	0	1	0	0	0	1	1	1	2	0	2	0	1	0	0	0	0	0	1	0	9	6	4
ASV_929	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	2	2	2	4	0	2	2	41	2	2	0	2	0	70	6	0	0	10	78	223	14	0	0	2	2	1	0	1	0	3	2	0	0	1	1	1	0
ASV_1072	1	19	14	17	2	1	2	0	0	3	2	1	1	0	1	2	4	58	63	53	68	46	3	62	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	25	15
ASV_1103	0	33	33	19	1	0	0	0	0	1	4	0	1	4	0	2	2	66	43	49	49	37	1	52	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	34	22
ASV_981	3	2	1	4	0	1	0	0	1	1	24	2	72	30	29	97	28	24	33	17	27	28	2	27	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	19	1
ASV_1156	0	6	10	8	1	1	0	1	0	0	1	0	1	2	1	0	4	50	48	51	60	49	1	44	0	0	0	25	25	0	0	0	20	0	23	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1	12	18	11
ASV_3094	2	7	6	13	0	2	2	2	3	0	1	1	0	1	0	2	2	74	51	67	72	59	8	50	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	1	3	7	11
ASV_941	0	0	3	0	0	0	2	3	2	1	8	3	1	2	1	3	2	2	0	1	0	0	0	0	0	21	99	0	0	0	90	0	2	0	26	11	45	50	26	3	10	35	1	0	1	1	0	0	1	0	2	0	1	1	1	0	1	1	0	1	3	0	0	1	6	8
ASV_1163	0	19	6	10	0	0	0	0	0	0	1	1	0	0	0	1	0	44	62	39	75	62	2	61	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	26	37	9
ASV_1170	1	29	30	9	3	1	1	1	0	0	0	2	1	1	0	1	0	37	46	45	35	44	3	37	10	0	0	0	0	0	0	0	0	2	0	0	0	0	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	31	44	45
ASV_1195	3	38	27	103	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	230	42	17
ASV_1204	16	13	2	7	17	8	3	0	4	1	1	4	0	1	0	4	2	34	25	29	19	28	144	32	0	0	0	0	0	0	0	0	0	2	0	0	30	0	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	4	6	12
ASV_1131	0	170	0	9	1	1	0	0	0	0	0	1	0	1	2	2	11	1	2	2	0	5	3	0	0	0	1	0	0	0	0	0	0	1	80	82	1	1	1	1	86	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	3	5
ASV_1393	48	17	5	5	12	11	7	4	23	50	2	27	2	1	1	0	1	4	4	6	4	6	69	5	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	9	1	0	0	0	41	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	11	19	10
ASV_1074	1	3	0	0	1	443	2	2	0	2	1	3	0	1	4	0	1	0	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
ASV_1001	0	5	2	2	1	0	1	0	0	0	0	1	0	0	0	1	1	74	66	59	54	62	2	50	0	30	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	44	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	4	9
ASV_1147	6	6	1	8	44	15	6	13	3	11	2	4	0	1	2	1	0	1	1	1	0	0	3	1	0	80	8	2	0	17	0	0	2	4	40	1	0	45	25	0	19	35	0	6	7	0	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	6	5	21
ASV_12195	2	0	0	2	2	0	2	1	0	0	96	17	44	86	34	65	47	1	0	3	0	0	29	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0
ASV_1358	2	5	5	2	3	0	2	0	0	1	62	1	61	58	54	41	40	17	28	11	21	17	1	18	1	0	0	0	0	1	0	0	0	1	0	0	0	0	5	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5
ASV_955	0	3	0	3	0	1	0	0	0	0	96	1	59	71	22	70	46	8	16	12	4	7	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	2
ASV_1048	3	20	6	18	19	24	27	2	19	9	0	25	0	1	0	0	0	0	2	0	1	0	1	0	3	12	24	1	0	0	0	1	0	0	0	0	0	9	30	93	16	0	9	9	1	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	17	39	18
ASV_1140	2	3	9	3	0	1	0	0	0	2	66	11	36	50	39	40	38	16	13	24	24	24	7	18	0	0	0	0	0	0	0	0	1	5	0	0	0	0	3	0	14	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	9	5	2
ASV_1222	22	48	15	57	3	0	3	0	1	1	0	15	2	2	2	0	1	20	19	21	21	17	43	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	14	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	36	56	21
ASV_1387	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	12	1	0	0	0	0	1	0	204	227	0	0	5	1	0	0	0	0	0	3	0	0	0	1	0	1	0	0	1	3	0	5	0	0	0	1
ASV_1654	0	1	3	0	1	0	0	0	0	0	65	0	57	87	62	77	113	1	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1003	0	0	9	3	0	0	0	0	0	0	2	0	0	5	0	4	6	56	72	51	69	59	0	63	1	0	1	1	0	0	0	0	0	2	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	24	8
ASV_1104	12	1	0	0	3	2	0	3	9	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	405	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0
ASV_1192	4	12	10	16	17	8	5	1	3	0	2	0	1	3	1	0	2	43	47	68	49	46	7	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	25	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	16	30	8
ASV_3055	2	5	5	16	48	8	29	1	47	6	1	6	2	1	6	5	2	31	35	44	32	30	13	46	0	0	0	0	1	1	0	0	0	3	0	0	0	1	1	1	4	0	3	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	5	11
ASV_1097	11	1	2	2	0	1	1	1	0	1	67	10	61	69	52	59	34	6	11	7	7	6	25	11	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	5	0
ASV_1295	5	1	1	1	1	1	0	0	0	1	99	19	53	46	49	53	38	2	7	8	8	2	35	6	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	1	0
ASV_1118	5	4	9	1	1	0	2	0	0	1	50	2	57	45	43	55	73	16	18	15	22	19	5	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	3
ASV_1096	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	1	0	66	0	0	2	0	356	0	0	0	1	1	0	1	0	17	0	0	0	1	3	0	1	1	0	0	1	0	0	0	0	1	1	3	1	0	3	0	0	0
ASV_1412	2	16	10	10	10	3	4	2	4	2	0	4	0	0	2	1	0	46	61	59	47	39	3	38	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	10	36	35
ASV_1102	1	25	27	65	232	2	6	3	16	6	1	2	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	47	18	3
ASV_985	2	0	1	0	0	0	1	0	0	0	0	116	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	71	0	132	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	12	0	91
ASV_1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	146	1	0	1	1	0	1	0	0	17	4	1	1	0	77	1	0	0	0	0	0	0	0	1	111	0	0	0	7	0	0	11	35	45	2	0	0	0
ASV_1303	0	2	0	0	136	50	66	14	50	114	0	2	1	3	1	3	1	2	1	0	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	1	1
ASV_1063	0	0	0	0	1	0	1	8	0	41	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	395	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	2	0	2	0	0
ASV_1154	0	16	10	17	0	0	0	1	1	0	0	1	1	2	1	4	0	58	49	52	44	48	3	57	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	27	23	5
ASV_1149	12	3	7	2	7	2	26	0	1	1	1	42	0	0	0	0	0	1	2	1	1	2	12	2	0	0	0	48	0	0	21	0	0	95	0	0	0	0	0	0	4	0	0	0	77	0	0	23	0	0	0	0	0	0	0	58	0	0	0	5	0	0	1	5	0	0
ASV_1450	2	16	23	18	2	5	1	2	2	1	0	2	0	4	0	0	0	48	49	49	59	45	2	53	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	22	31	8
ASV_2223	3	1	5	2	1	0	0	0	0	0	0	110	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	188	1	0	1	0	0	0	0	0	57	0	34	0	0	0	0	0	0	0	0	0	0	16	0	0	34	0	0	0	0	0	3	0
ASV_1132	2	18	7	8	0	0	4	1	0	1	1	1	3	0	0	0	2	60	50	35	57	59	3	54	0	0	0	0	0	0	0	0	39	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	33	11
ASV_6169	31	23	12	29	11	7	4	4	4	2	0	23	1	2	1	0	2	3	0	2	1	1	50	1	0	0	0	0	0	0	0	0	0	58	1	0	0	0	1	0	8	0	0	0	40	0	0	0	0	0	1	0	0	0	0	92	0	0	0	0	0	0	0	28	5	13
ASV_948	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	88	0	0	0	0	65	158	85	0	12	12	0	0	12	14	0	1	0	1	1	0	1	0	0	1	0	0	2	1	0	0	0	0	2	0	0	1	2	0	0	0
ASV_1112	9	16	8	6	2	1	1	1	4	0	17	1	3	20	9	17	8	31	53	49	51	43	1	61	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	19	4
ASV_1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	4	0	424	0	1	0	2	1	2	0	1	1	0	1	0	0	8	0	0	1	0	1	0	1	0	0	0	0	3	1	1	1	0	0	0	0
ASV_1841	6	2	31	8	3	6	11	22	10	34	0	96	0	1	0	0	0	0	2	1	0	1	5	1	0	18	1	89	23	0	0	19	1	8	0	1	0	3	16	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	21	0	0	3	0	2	0	2	2	2	1
ASV_1142	0	17	10	7	1	1	0	0	0	0	2	0	2	2	1	1	1	38	52	57	64	54	4	72	0	0	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	14	10
ASV_1465	1	12	9	9	0	2	1	0	2	0	1	3	0	0	2	1	5	46	44	62	30	57	1	41	0	11	0	0	1	0	0	0	1	1	32	0	28	11	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	9	17	11
ASV_1092	1	5	2	14	22	31	15	2	12	15	0	6	0	0	0	0	0	5	3	0	0	0	8	1	0	24	0	0	0	0	0	0	111	21	0	0	0	0	0	1	0	0	68	0	6	1	0	0	0	1	1	0	0	0	0	7	0	1	0	0	0	0	0	29	13	30
ASV_1175	120	26	3	3	0	10	4	0	8	3	0	11	1	0	1	0	0	16	17	4	11	15	17	41	0	0	0	0	0	0	0	32	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	13	18	43
ASV_1183	0	35	23	31	1	0	0	0	1	0	0	3	0	1	1	2	2	36	51	47	46	27	2	49	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	23	22
ASV_1899	3	4	25	7	15	23	6	18	65	26	1	10	0	0	2	0	0	1	2	1	0	1	3	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	34	4	183
ASV_1076	0	20	2	22	0	0	2	0	0	0	1	1	0	2	0	3	0	42	25	59	49	55	3	50	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	5	1	23	18	34
ASV_1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	428	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1133	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	2	16	1	0	0	0	0	0	120	0	0	1	0	0	0	0	8	0	96	149	19	8	0	1	1	0	1	1	0	1	1	1	1	4	1	0	0	0	0	2	0	2	9	0	1	0	0
ASV_1211	0	3	9	7	0	1	2	1	0	0	36	2	51	29	29	17	46	22	25	28	17	15	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	69	0	0	5	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	7	5	2
ASV_1286	7	0	0	7	34	7	5	8	0	5	2	2	0	0	0	0	0	0	1	0	1	1	3	0	0	22	0	0	0	0	0	0	0	9	0	1	0	0	3	0	15	0	0	0	7	0	2	0	0	5	1	0	1	0	0	6	2	0	0	0	0	0	0	60	6	230
ASV_1423	40	5	0	0	6	75	55	21	53	145	1	2	0	1	0	1	0	1	1	0	1	0	11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	17
ASV_1095	0	1	0	0	0	5	3	21	4	3	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	42	0	216	98	12	0	2	1	0	0	16	0	1	5	1	2	0	0	0	0	0	0	2	1	1	0	1	0	1	0	0	0	2	0	1	1	0	0	0	1	1
ASV_1176	9	6	2	2	99	103	60	7	75	48	0	0	0	1	0	0	1	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	3	1
ASV_1189	2	3	0	1	1	1	0	0	0	2	62	6	71	66	54	87	56	7	12	1	5	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	1
ASV_1599	6	3	4	2	3	1	1	0	1	2	77	10	47	27	36	50	18	23	10	15	14	10	21	6	0	0	0	0	0	0	0	0	0	9	0	0	0	0	27	1	0	0	0	3	4	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	3	3	0	4	3	3
ASV_1025	0	11	6	14	0	1	1	0	0	0	0	0	0	3	0	0	0	46	42	35	33	35	0	44	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	24	18
ASV_2098	2	8	5	10	1	2	2	0	1	0	31	2	23	24	21	21	20	32	27	32	40	36	1	44	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	12	20	2
ASV_2648	0	7	4	4	3	2	9	1	0	0	66	3	31	36	22	18	38	25	4	12	8	30	4	10	0	0	47	0	0	0	0	0	0	0	0	0	32	0	0	0	3	0	0	0	3	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	8	4	11
ASV_1291	0	9	2	8	1	3	1	0	2	0	28	4	30	31	28	39	35	24	21	14	14	19	2	20	6	0	0	0	0	0	1	13	0	1	0	1	0	0	0	18	0	0	38	0	2	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	11	10	9
ASV_1568	1	6	3	3	3	2	0	0	0	0	22	2	34	32	29	22	28	40	29	30	39	20	15	24	29	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	7	8	1
ASV_6918	15	12	33	19	0	1	0	0	1	0	0	2	1	1	0	1	0	41	27	55	33	48	7	57	0	21	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	1	14	22	23
ASV_1056	0	1	2	2	0	0	1	0	0	1	53	3	69	88	82	39	70	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1333	2	11	13	14	3	1	0	1	1	1	5	13	8	2	9	9	1	48	42	42	43	45	9	44	0	0	0	0	0	0	0	0	0	3	24	0	0	0	0	1	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	11	21	7
ASV_1373	0	19	16	22	2	1	0	0	0	1	0	2	5	5	5	1	9	54	41	57	51	42	0	50	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	29	21	11
ASV_1040	0	5	4	2	0	0	0	1	1	2	0	1	0	2	1	1	0	33	15	32	29	49	0	27	26	0	0	0	1	0	68	0	1	0	0	1	90	0	1	1	31	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	12	3
ASV_1165	18	1	2	1	168	40	111	0	14	34	0	3	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	37	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3
ASV_1210	14	14	25	11	14	3	14	29	71	47	0	28	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	25	3	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	47	23	58
ASV_1293	3	44	38	29	1	1	2	0	2	4	2	1	0	1	2	0	1	30	51	22	25	25	1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	67	20
ASV_1607	1	20	20	28	0	1	3	0	1	0	47	5	35	62	47	25	47	7	9	6	9	6	9	14	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	16	7
ASV_1155	0	6	3	8	1	1	1	0	2	0	10	0	5	5	7	8	13	59	57	56	58	51	2	66	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	10	4
ASV_1235	1	37	18	77	0	0	1	0	2	0	0	1	4	0	1	0	2	28	20	24	25	28	1	20	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	52	48	42
ASV_1321	1	1	11	12	3	1	1	0	0	1	1	2	2	3	1	1	1	66	47	77	42	64	1	70	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	10	16
ASV_1349	4	1	1	9	23	25	59	0	8	4	1	108	1	0	1	0	0	0	2	3	2	0	5	2	0	0	0	0	0	0	0	0	0	48	1	0	0	0	3	0	3	0	0	0	78	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	15	4	29
ASV_3102	5	1	1	1	91	23	49	61	52	111	1	1	0	1	0	1	1	2	0	1	2	1	5	1	10	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	9	0	0	0	5	0	0	0	2	0	2
ASV_1151	5	1	16	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	2	1	28	3	0	0	9	2	2	0	0	0	0	1	1	71	259	0	0	1	0	0	6	0	0	1	1	1	2	0	1	4	2	0	0	0	0	1	2	11	0	1
ASV_1172	0	0	2	3	72	1	116	16	185	14	0	1	0	3	1	1	0	2	0	0	1	2	1	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	1	2	3
ASV_1378	0	2	1	3	44	5	7	208	1	77	5	5	0	1	6	3	2	2	8	3	7	2	11	11	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	3	4
ASV_1553	8	57	37	35	0	1	0	0	2	2	2	35	0	1	1	0	0	2	2	9	0	5	10	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	40	70	97
ASV_1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	37	234	0	1	1	17	1	0	0	1	0	4	75	18	9	1	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0
ASV_1113	5	2	3	4	0	0	0	0	0	0	46	1	51	59	66	77	55	15	13	6	5	11	4	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	4
ASV_1237	1	3	2	2	89	97	93	10	67	21	4	6	1	3	1	0	2	1	2	3	1	2	1	3	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	5	4	1
ASV_1751	89	13	2	9	1	1	2	0	1	1	0	24	0	0	1	0	0	9	10	8	9	9	39	9	0	0	0	0	0	0	0	0	0	40	0	0	0	19	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	23	17	6
ASV_1792	22	3	2	4	1	1	1	1	0	2	73	7	28	43	62	50	44	2	3	11	8	2	48	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	1	1
